Date,Price
2010-11-04,21.268150329589844
2010-11-05,21.04088592529297
2010-11-08,21.00954246520996
2010-11-09,21.11924934387207
2010-11-10,21.11141586303711
2010-11-11,20.90766716003418
2010-11-12,20.58637237548828
2010-11-15,20.53151512145996
2010-11-16,20.350162506103516
2010-11-17,20.16093635559082
2010-11-18,20.373828887939453
2010-11-19,20.255552291870117
2010-11-22,20.287094116210938
2010-11-23,19.80613899230957
2010-11-24,20.003250122070312
2010-11-26,19.908634185791016
2010-11-29,19.955936431884766
2010-11-30,19.916513442993164
2010-12-01,20.531513214111328
2010-12-02,21.201705932617188
2010-12-03,21.304210662841797
2010-12-06,21.16228675842285
2010-12-07,21.18593406677246
2010-12-08,21.469785690307617
2010-12-09,21.351518630981445
2010-12-10,21.556520462036133
2010-12-13,21.48555564880371
2010-12-14,21.77728271484375
2010-12-15,21.958627700805664
2010-12-16,22.069019317626953
2010-12-17,21.998058319091797
2010-12-20,21.927093505859375
2010-12-21,22.13209342956543
2010-12-22,22.22670555114746
2010-12-23,22.313434600830078
2010-12-27,22.13209342956543
2010-12-28,22.084779739379883
2010-12-29,22.053245544433594
2010-12-30,21.958627700805664
2010-12-31,22.005931854248047
2011-01-03,22.06113052368164
2011-01-04,22.147863388061523
2011-01-05,22.0769100189209
2011-01-06,22.723440170288086
2011-01-07,22.549978256225586
2011-01-10,22.250356674194336
2011-01-11,22.163631439208984
2011-01-12,22.510560989379883
2011-01-13,22.22670555114746
2011-01-14,22.313434600830078
2011-01-18,22.5972843170166
2011-01-19,22.447481155395508
2011-01-20,22.35285758972168
2011-01-21,22.092668533325195
2011-01-24,22.37651252746582
2011-01-25,22.43170738220215
2011-01-26,22.691904067993164
2011-01-27,22.762861251831055
2011-01-28,21.879789352416992
2011-01-31,21.864013671875
2011-02-01,22.069019317626953
2011-02-02,22.029586791992188
2011-02-03,21.80094337463379
2011-02-04,21.895549774169922
2011-02-07,22.23459243774414
2011-02-08,22.297666549682617
2011-02-09,22.053245544433594
2011-02-10,21.682668685913086
2011-02-11,21.48555564880371
2011-02-14,21.469785690307617
2011-02-15,21.38254165649414
2011-02-16,21.430131912231445
2011-02-17,21.580821990966797
2011-02-18,21.461856842041016
2011-02-22,21.089088439941406
2011-02-23,21.089088439941406
2011-02-24,21.23185157775879
2011-02-25,21.05735969543457
2011-02-28,21.08115577697754
2011-03-01,20.748044967651367
2011-03-02,20.684593200683594
2011-03-03,20.77977180480957
2011-03-04,20.58149528503418
2011-03-07,20.399072647094727
2011-03-08,20.54976463317871
2011-03-09,20.533905029296875
2011-03-10,20.1532039642334
2011-03-11,20.36734962463379
2011-03-14,20.375276565551758
2011-03-15,20.137340545654297
2011-03-16,19.66147232055664
2011-03-17,19.653539657592773
2011-03-18,19.669401168823242
2011-03-21,20.089754104614258
2011-03-22,20.065961837768555
2011-03-23,20.256305694580078
2011-03-24,20.470443725585938
2011-03-25,20.319765090942383
2011-03-28,20.1532039642334
2011-03-29,20.216655731201172
2011-03-30,20.311830520629883
2011-03-31,20.137340545654297
2011-04-01,20.20872688293457
2011-04-04,20.264240264892578
2011-04-05,20.4466609954834
2011-04-06,20.740114212036133
2011-04-07,20.77977180480957
2011-04-08,20.67666244506836
2011-04-11,20.605281829833984
2011-04-12,20.335620880126953
2011-04-13,20.32769203186035
2011-04-14,20.161134719848633
2011-04-15,20.12148094177246
2011-04-18,19.8914737701416
2011-04-19,19.94699478149414
2011-04-20,20.430797576904297
2011-04-21,20.240446090698242
2011-04-25,20.311830520629883
2011-04-26,20.77184295654297
2011-04-27,20.922531127929688
2011-04-28,21.184261322021484
2011-04-29,20.557697296142578
2011-05-02,20.351486206054688
2011-05-03,20.470443725585938
2011-05-04,20.668731689453125
2011-05-05,20.454591751098633
2011-05-06,20.518043518066406
2011-05-09,20.486316680908203
2011-05-10,20.359418869018555
2011-05-11,20.113548278808594
2011-05-12,20.081819534301758
2011-05-13,19.851818084716797
2011-05-16,19.486980438232422
2011-05-17,19.57480239868164
2011-05-18,19.71051788330078
2011-05-19,19.734460830688477
2011-05-20,19.55084228515625
2011-05-23,19.29538917541504
2011-05-24,19.2794189453125
2011-05-25,19.31135368347168
2011-05-26,19.694538116455078
2011-05-27,19.766395568847656
2011-05-31,19.96596336364746
2011-06-01,19.502944946289062
2011-06-02,19.335302352905273
2011-06-03,19.08782386779785
2011-06-06,19.16765594482422
2011-06-07,19.20756721496582
2011-06-08,19.111772537231445
2011-06-09,19.127737045288086
2011-06-10,18.928159713745117
2011-06-13,19.191608428955078
2011-06-14,19.335302352905273
2011-06-15,18.952106475830078
2011-06-16,19.1596736907959
2011-06-17,19.36723518371582
2011-06-20,19.534881591796875
2011-06-21,19.766395568847656
2011-06-22,19.67857551574707
2011-06-23,19.66261100769043
2011-06-24,19.399166107177734
2011-06-27,20.11764907836914
2011-06-28,20.596643447875977
2011-06-29,20.45294952392578
2011-06-30,20.75631332397461
2011-07-01,20.77227783203125
2011-07-05,20.780261993408203
2011-07-06,21.019750595092773
2011-07-07,21.371017456054688
2011-07-08,21.490768432617188
2011-07-11,21.25925636291504
2011-07-12,21.18740463256836
2011-07-13,21.25925636291504
2011-07-14,21.131521224975586
2011-07-15,21.37900161743164
2011-07-18,21.227319717407227
2011-07-19,21.985713958740234
2011-07-20,21.60253143310547
2011-07-21,21.63446044921875
2011-07-22,21.977745056152344
2011-07-25,22.28109359741211
2011-07-26,22.41681480407715
2011-07-27,21.81807518005371
2011-07-28,22.129419326782227
2011-07-29,21.87395668029785
2011-08-01,21.770174026489258
2011-08-02,21.39496421813965
2011-08-03,21.490768432617188
2011-08-04,20.708417892456055
2011-08-05,20.50084686279297
2011-08-08,19.542865753173828
2011-08-09,20.421018600463867
2011-08-10,19.319337844848633
2011-08-11,20.109668731689453
2011-08-12,20.037824630737305
2011-08-15,20.365135192871094
2011-08-16,20.36513328552246
2011-08-17,20.284799575805664
2011-08-18,19.81884765625
2011-08-19,19.320770263671875
2011-08-22,19.264528274536133
2011-08-23,19.859020233154297
2011-08-24,20.003620147705078
2011-08-25,19.738515853881836
2011-08-26,20.284799575805664
2011-08-29,20.75877571105957
2011-08-30,21.072097778320312
2011-08-31,21.369338989257812
2011-09-01,21.0560245513916
2011-09-02,20.726648330688477
2011-09-06,20.493671417236328
2011-09-07,20.887317657470703
2011-09-08,21.064056396484375
2011-09-09,20.678443908691406
2011-09-12,20.7989444732666
2011-09-13,20.919450759887695
2011-09-14,21.289003372192383
2011-09-15,21.682640075683594
2011-09-16,21.78707504272461
2011-09-19,21.859378814697266
2011-09-20,21.674612045288086
2011-09-21,20.879283905029297
2011-09-22,20.132160186767578
2011-09-23,20.132160186767578
2011-09-26,20.437440872192383
2011-09-27,20.622207641601562
2011-09-28,20.549903869628906
2011-09-29,20.445470809936523
2011-09-30,19.995590209960938
2011-10-03,19.706377029418945
2011-10-04,20.357099533081055
2011-10-05,20.7989444732666
2011-10-06,21.16046142578125
2011-10-07,21.088157653808594
2011-10-10,21.642473220825195
2011-10-11,21.690673828125
2011-10-12,21.65854263305664
2011-10-13,21.835275650024414
2011-10-14,21.907581329345703
2011-10-17,21.674612045288086
2011-10-18,21.93971824645996
2011-10-19,21.795108795166016
2011-10-20,21.722810745239258
2011-10-21,21.8192138671875
2011-10-24,21.84331703186035
2011-10-25,21.538036346435547
2011-10-26,21.361299514770508
2011-10-27,21.891515731811523
2011-10-28,21.674612045288086
2011-10-31,21.393430709838867
2011-11-01,20.879283905029297
2011-11-02,20.895349502563477
2011-11-03,21.313093185424805
2011-11-04,21.088157653808594
2011-11-07,21.530006408691406
2011-11-08,21.8192138671875
2011-11-09,21.047985076904297
2011-11-10,21.112260818481445
2011-11-11,21.618375778198242
2011-11-14,21.49787139892578
2011-11-15,21.64356231689453
2011-11-16,21.101259231567383
2011-11-17,20.672273635864258
2011-11-18,20.47801971435547
2011-11-21,20.23519515991211
2011-11-22,20.065223693847656
2011-11-23,19.80620765686035
2011-11-25,19.66860580444336
2011-11-28,20.129974365234375
2011-11-29,20.10568618774414
2011-11-30,20.70465087890625
2011-12-01,20.461833953857422
2011-12-02,20.41326141357422
2011-12-05,20.801776885986328
2011-12-06,20.7694034576416
2011-12-07,20.72083854675293
2011-12-08,20.558958053588867
2011-12-09,20.801776885986328
2011-12-12,20.647993087768555
2011-12-13,20.8503475189209
2011-12-14,20.712749481201172
2011-12-15,20.688459396362305
2011-12-16,21.044601440429688
2011-12-19,20.6641788482666
2011-12-20,21.06888771057129
2011-12-21,20.8503475189209
2011-12-22,20.890811920166016
2011-12-23,21.06888771057129
2011-12-27,21.076980590820312
2011-12-28,20.898908615112305
2011-12-29,21.060794830322266
2011-12-30,21.012222290039062
2012-01-03,21.667850494384766
2012-01-04,22.177772521972656
2012-01-05,22.404407501220703
2012-01-06,22.75245475769043
2012-01-09,22.452972412109375
2012-01-10,22.533916473388672
2012-01-11,22.436779022216797
2012-01-12,22.663419723510742
2012-01-13,22.865766525268555
2012-01-17,22.873865127563477
2012-01-18,22.84957504272461
2012-01-19,22.76055145263672
2012-01-20,24.047502517700195
2012-01-23,24.06369400024414
2012-01-24,23.74802017211914
2012-01-25,23.926088333129883
2012-01-26,23.877525329589844
2012-01-27,23.658992767333984
2012-01-30,23.96656608581543
2012-01-31,23.901811599731445
2012-02-01,24.19319725036621
2012-02-02,24.24176025390625
2012-02-03,24.476490020751953
2012-02-06,24.444110870361328
2012-02-07,24.56552505493164
2012-02-08,24.81644058227539
2012-02-09,24.905473709106445
2012-02-10,24.68693733215332
2012-02-13,24.75168800354004
2012-02-14,24.645774841308594
2012-02-15,24.48282814025879
2012-02-16,25.493101119995117
2012-02-17,25.46050262451172
2012-02-21,25.615306854248047
2012-02-22,25.476810455322266
2012-02-23,25.558277130126953
2012-02-24,25.64790153503418
2012-02-27,25.541982650756836
2012-02-28,25.965648651123047
2012-02-29,25.859729766845703
2012-03-01,26.30783462524414
2012-03-02,26.13674545288086
2012-03-05,25.90861701965332
2012-03-06,25.71307373046875
2012-03-07,25.94120216369629
2012-03-08,26.079710006713867
2012-03-09,26.06341552734375
2012-03-12,26.104150772094727
2012-03-13,26.61743927001953
2012-03-14,26.69890594482422
2012-03-15,26.764089584350586
2012-03-16,26.560413360595703
2012-03-19,26.23451042175293
2012-03-20,26.06341552734375
2012-03-21,25.99823570251465
2012-03-22,26.07155990600586
2012-03-23,26.079710006713867
2012-03-26,26.552257537841797
2012-03-27,26.495222091674805
2012-03-28,26.22636604309082
2012-03-29,26.16933250427246
2012-03-30,26.283395767211914
2012-04-02,26.30783462524414
2012-04-03,26.022676467895508
2012-04-04,25.42792320251465
2012-04-05,25.680490493774414
2012-04-09,25.338298797607422
2012-04-10,24.82501220703125
2012-04-11,24.727245330810547
2012-04-12,25.24053192138672
2012-04-13,25.102027893066406
2012-04-16,25.32200813293457
2012-04-17,25.615306854248047
2012-04-18,25.370885848999023
2012-04-19,25.264972686767578
2012-04-20,26.413753509521484
2012-04-23,26.16933250427246
2012-04-24,26.006385803222656
2012-04-25,26.23451042175293
2012-04-26,26.16118812561035
2012-04-27,26.05526351928711
2012-04-30,26.087854385375977
2012-05-01,26.079710006713867
2012-05-02,25.90861701965332
2012-05-03,25.876028060913086
2012-05-04,25.24053192138672
2012-05-07,24.97166633605957
2012-05-08,24.849451065063477
2012-05-09,25.061288833618164
2012-05-10,25.04499626159668
2012-05-11,25.38718605041504
2012-05-14,24.996109008789062
2012-05-15,24.77468490600586
2012-05-16,24.520462036132812
2012-05-17,24.372844696044922
2012-05-18,24.003808975219727
2012-05-21,24.397449493408203
2012-05-22,24.4056453704834
2012-05-23,23.872596740722656
2012-05-24,23.83979034423828
2012-05-25,23.83159828186035
2012-05-29,24.24163246154785
2012-05-30,24.061216354370117
2012-05-31,23.938209533691406
2012-06-01,23.331340789794922
2012-06-04,23.413349151611328
2012-06-05,23.38055419921875
2012-06-06,24.069421768188477
2012-06-07,23.971006393432617
2012-06-08,24.31543731689453
2012-06-11,23.700376510620117
2012-06-12,24.020212173461914
2012-06-13,23.888994216918945
2012-06-14,24.061216354370117
2012-06-15,24.618867874145508
2012-06-18,24.47125244140625
2012-06-19,25.176525115966797
2012-06-20,25.365144729614258
2012-06-21,24.717283248901367
2012-06-22,25.176525115966797
2012-06-25,24.495859146118164
2012-06-26,24.618867874145508
2012-06-27,24.74188232421875
2012-06-28,24.528667449951172
2012-06-29,25.086320877075195
2012-07-02,25.06171226501465
2012-07-03,25.225730895996094
2012-07-05,25.176525115966797
2012-07-06,24.758285522460938
2012-07-09,24.602468490600586
2012-07-10,24.389245986938477
2012-07-11,24.028411865234375
2012-07-12,23.47895622253418
2012-07-13,24.102222442626953
2012-07-16,24.143220901489258
2012-07-17,24.32364273071289
2012-07-18,24.971506118774414
2012-07-19,25.151926040649414
2012-07-20,24.700885772705078
2012-07-23,24.01201057434082
2012-07-24,23.905397415161133
2012-07-25,23.642974853515625
2012-07-26,23.91360092163086
2012-07-27,24.4056453704834
2012-07-30,24.30723762512207
2012-07-31,24.167829513549805
2012-08-01,24.118619918823242
2012-08-02,23.938209533691406
2012-08-03,24.397449493408203
2012-08-06,24.56146240234375
2012-08-07,24.815690994262695
2012-08-08,24.873098373413086
2012-08-09,25.01250648498535
2012-08-10,24.9469051361084
2012-08-13,24.922298431396484
2012-08-14,24.87276840209961
2012-08-15,24.930561065673828
2012-08-16,25.40935707092285
2012-08-17,25.50841522216797
2012-08-20,25.376340866088867
2012-08-21,25.42586898803711
2012-08-22,25.211231231689453
2012-08-23,24.98008918762207
2012-08-24,25.227739334106445
2012-08-27,25.335058212280273
2012-08-28,25.28553581237793
2012-08-29,25.30204200744629
2012-08-30,25.029621124267578
2012-08-31,25.44237518310547
2012-09-04,25.087406158447266
2012-09-05,25.087406158447266
2012-09-06,25.879899978637695
2012-09-07,25.549692153930664
2012-09-10,25.359830856323242
2012-09-11,25.41761589050293
2012-09-12,25.40935707092285
2012-09-13,25.541439056396484
2012-09-14,25.764326095581055
2012-09-17,25.764326095581055
2012-09-18,25.739564895629883
2012-09-19,25.632253646850586
2012-09-20,25.96245574951172
2012-09-21,25.747821807861328
2012-09-24,25.40935707092285
2012-09-25,25.087406158447266
2012-09-26,24.90578842163086
2012-09-27,24.897531509399414
2012-09-28,24.56732940673828
2012-10-01,24.344436645507812
2012-10-02,24.484779357910156
2012-10-03,24.649883270263672
2012-10-04,24.79021453857422
2012-10-05,24.641633987426758
2012-10-08,24.583845138549805
2012-10-09,24.17108726501465
2012-10-10,23.923431396484375
2012-10-11,23.898658752441406
2012-10-12,24.10504722595215
2012-10-15,24.360952377319336
2012-10-16,24.344436645507812
2012-10-17,24.426998138427734
2012-10-18,24.352693557739258
2012-10-19,23.64276123046875
2012-10-22,23.11442756652832
2012-10-23,23.155698776245117
2012-10-24,23.03187370300293
2012-10-25,23.01535987854004
2012-10-26,23.287778854370117
2012-10-31,23.560205459594727
2012-11-01,24.36920738220215
2012-11-02,24.352693557739258
2012-11-05,24.460012435913086
2012-11-06,24.649883270263672
2012-11-07,24.0059757232666
2012-11-08,23.78308868408203
2012-11-09,23.79960060119629
2012-11-12,23.296039581298828
2012-11-13,22.546964645385742
2012-11-14,22.33889389038086
2012-11-15,22.189085006713867
2012-11-16,22.072559356689453
2012-11-19,22.247339248657227
2012-11-20,22.23069190979004
2012-11-21,22.43044662475586
2012-11-23,23.054670333862305
2012-11-26,22.79665756225586
2012-11-27,22.538644790649414
2012-11-28,22.771690368652344
2012-11-29,22.43044662475586
2012-11-30,22.155784606933594
2012-12-03,21.99765396118164
2012-12-04,21.947711944580078
2012-12-05,22.19740104675293
2012-12-06,22.247339248657227
2012-12-07,22.022619247436523
2012-12-10,22.42212677001953
2012-12-11,22.73839569091797
2012-12-12,22.671815872192383
2012-12-13,22.563617706298828
2012-12-14,22.313920974731445
2012-12-17,22.555286407470703
2012-12-18,22.938146591186523
2012-12-19,22.73007583618164
2012-12-20,23.038022994995117
2012-12-21,22.846599578857422
2012-12-24,22.522001266479492
2012-12-26,22.35553550720215
2012-12-27,22.438766479492188
2012-12-28,22.0975284576416
2012-12-31,22.23069190979004
2013-01-02,22.988088607788086
2013-01-03,22.68013572692871
2013-01-04,22.25566291809082
2013-01-07,22.214046478271484
2013-01-08,22.0975284576416
2013-01-09,22.222375869750977
2013-01-10,22.022619247436523
2013-01-11,22.330568313598633
2013-01-14,22.380510330200195
2013-01-15,22.6468448638916
2013-01-16,22.505355834960938
2013-01-17,22.68013572692871
2013-01-18,22.68013572692871
2013-01-22,22.596906661987305
2013-01-23,22.979761123657227
2013-01-24,22.996408462524414
2013-01-25,23.204484939575195
2013-01-28,23.229450225830078
2013-01-29,23.312681198120117
2013-01-30,23.17951774597168
2013-01-31,22.846599578857422
2013-02-01,23.2460994720459
2013-02-04,22.838275909423828
2013-02-05,22.888214111328125
2013-02-06,22.75504493713379
2013-02-07,22.705108642578125
2013-02-08,22.929819107055664
2013-02-11,23.187837600708008
2013-02-12,23.204484939575195
2013-02-13,23.32933235168457
2013-02-14,23.337657928466797
2013-02-15,23.312681198120117
2013-02-19,23.539264678955078
2013-02-20,23.388212203979492
2013-02-21,23.069318771362305
2013-02-22,23.295902252197266
2013-02-25,22.968612670898438
2013-02-26,22.968612670898438
2013-02-27,23.337858200073242
2013-02-28,23.3294677734375
2013-03-01,23.45534896850586
2013-03-04,23.623180389404297
2013-03-05,23.79102325439453
2013-03-06,23.572832107543945
2013-03-07,23.61479377746582
2013-03-08,23.497304916381836
2013-03-11,23.388212203979492
2013-03-12,23.421775817871094
2013-03-13,23.4301700592041
2013-03-14,23.61479377746582
2013-03-15,23.530874252319336
2013-03-18,23.58122444152832
2013-03-19,23.648357391357422
2013-03-20,23.765844345092773
2013-03-21,23.58962059020996
2013-03-22,23.70710563659668
2013-03-25,23.631576538085938
2013-03-26,23.631576538085938
2013-03-27,23.807802200317383
2013-03-28,24.009214401245117
2013-04-01,24.009214401245117
2013-04-02,24.168651580810547
2013-04-03,23.967247009277344
2013-04-04,24.000822067260742
2013-04-05,24.08473777770996
2013-04-08,23.992427825927734
2013-04-09,24.848400115966797
2013-04-10,25.410654067993164
2013-04-11,24.286144256591797
2013-04-12,24.160263061523438
2013-04-15,24.076345443725586
2013-04-16,24.311315536499023
2013-04-17,24.193832397460938
2013-04-18,24.160263061523438
2013-04-19,24.98267364501953
2013-04-22,25.87220573425293
2013-04-23,25.6792049407959
2013-04-24,26.65265464782715
2013-04-25,26.803712844848633
2013-04-26,26.67783546447754
2013-04-29,27.365964889526367
2013-04-30,27.777170181274414
2013-05-01,27.458284378051758
2013-05-02,27.827524185180664
2013-05-03,28.10445785522461
2013-05-06,28.322649002075195
2013-05-07,27.953397750854492
2013-05-08,27.684865951538086
2013-05-09,27.40793228149414
2013-05-10,27.433107376098633
2013-05-13,27.718425750732422
2013-05-14,28.3353328704834
2013-05-15,28.605754852294922
2013-05-16,28.800125122070312
2013-05-17,29.467729568481445
2013-05-20,29.645206451416016
2013-05-21,29.450830459594727
2013-05-22,29.248010635375977
2013-05-23,28.85928726196289
2013-05-24,28.9606876373291
2013-05-28,29.594493865966797
2013-05-29,29.476179122924805
2013-05-30,29.602947235107422
2013-05-31,29.493093490600586
2013-06-03,30.076181411743164
2013-06-04,29.56914520263672
2013-06-05,29.391677856445312
2013-06-06,29.543792724609375
2013-06-07,30.14378547668457
2013-06-10,29.97477149963379
2013-06-11,29.44237518310547
2013-06-12,29.57758903503418
2013-06-13,29.340972900390625
2013-06-14,29.070545196533203
2013-06-17,29.57758903503418
2013-06-18,29.560688018798828
2013-06-19,29.231103897094727
2013-06-20,28.301532745361328
2013-06-21,28.115612030029297
2013-06-24,28.495901107788086
2013-06-25,28.453638076782227
2013-06-26,29.02829360961914
2013-06-27,29.256458282470703
2013-06-28,29.188861846923828
2013-07-01,29.0367431640625
2013-07-02,28.681806564331055
2013-07-03,28.740964889526367
2013-07-05,28.909976959228516
2013-07-08,29.01139259338379
2013-07-09,29.02829360961914
2013-07-10,29.32406234741211
2013-07-11,30.16069793701172
2013-07-12,30.14378547668457
2013-07-15,30.566328048706055
2013-07-16,30.650833129882812
2013-07-17,30.202945709228516
2013-07-18,29.94942855834961
2013-07-19,26.535329818725586
2013-07-22,27.05082130432129
2013-07-23,26.89025115966797
2013-07-24,27.008562088012695
2013-07-25,26.526872634887695
2013-07-26,26.721248626708984
2013-07-29,26.65363311767578
2013-07-30,26.915603637695312
2013-07-31,26.90715789794922
2013-08-01,26.763486862182617
2013-08-02,26.94940948486328
2013-08-05,26.788843154907227
2013-08-06,26.687437057495117
2013-08-07,27.093076705932617
2013-08-08,27.794483184814453
2013-08-09,27.633920669555664
2013-08-12,27.777585983276367
2013-08-13,27.428659439086914
2013-08-14,27.530784606933594
2013-08-15,27.054208755493164
2013-08-16,27.062726974487305
2013-08-19,26.713796615600586
2013-08-20,26.909534454345703
2013-08-21,26.901023864746094
2013-08-22,27.564823150634766
2013-08-23,29.573253631591797
2013-08-26,29.062644958496094
2013-08-27,28.30522346496582
2013-08-28,28.100980758666992
2013-08-29,28.552019119262695
2013-08-30,28.424365997314453
2013-09-03,27.130800247192383
2013-09-04,26.552104949951172
2013-09-05,26.5776309967041
2013-09-06,26.509546279907227
2013-09-09,26.943572998046875
2013-09-10,27.564823150634766
2013-09-11,27.862689971923828
2013-09-12,27.820138931274414
2013-09-13,28.10948371887207
